ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032609	interferon-gamma production	3/79	117/18800	0.0131843204403611	0.132231096685436	0.111320651069638	IL23R/CD244/LILRB1	3
GO:0032649	regulation of interferon-gamma production	3/79	117/18800	0.0131843204403611	0.132231096685436	0.111320651069638	IL23R/CD244/LILRB1	3
GO:0002685	regulation of leukocyte migration	4/79	218/18800	0.0134300410143639	0.132231096685436	0.111320651069638	CX3CR1/PTGER4/THBS1/CD300A	4
GO:0002347	response to tumor cell	2/79	42/18800	0.0134651803260914	0.132231096685436	0.111320651069638	PRF1/IL4I1	2
GO:0014911	positive regulation of smooth muscle cell migration	2/79	42/18800	0.0134651803260914	0.132231096685436	0.111320651069638	PDGFRB/ADAMTS1	2
GO:0046636	negative regulation of alpha-beta T cell activation	2/79	42/18800	0.0134651803260914	0.132231096685436	0.111320651069638	CD300A/LILRB1	2
GO:0050691	regulation of defense response to virus by host	2/79	42/18800	0.0134651803260914	0.132231096685436	0.111320651069638	IL23R/LILRB1	2
GO:1900274	regulation of phospholipase C activity	2/79	42/18800	0.0134651803260914	0.132231096685436	0.111320651069638	CD86/PDGFRB	2
GO:0051897	positive regulation of protein kinase B signaling	3/79	119/18800	0.0137957246625669	0.134720260950653	0.113416189816339	CX3CR1/AKR1C3/THBS1	3
GO:0071604	transforming growth factor beta production	2/79	43/18800	0.01408392813409	0.136241660649279	0.114697002040041	THBS1/LILRB1	2
GO:0002702	positive regulation of production of molecular mediator of immune response	3/79	120/18800	0.0141074030763841	0.136241660649279	0.114697002040041	CD244/CD86/LILRB1	3
GO:0006486	protein glycosylation	4/79	225/18800	0.0149229204558448	0.142542431458015	0.120001396590572	TMEM59/B3GALT2/ST8SIA6/B3GAT1	4
GO:0043413	macromolecule glycosylation	4/79	225/18800	0.0149229204558448	0.142542431458015	0.120001396590572	TMEM59/B3GALT2/ST8SIA6/B3GAT1	4
GO:0008406	gonad development	4/79	226/18800	0.0151444080185604	0.143871876176323	0.121120608752559	PDGFRB/AKR1C3/ADGRG1/ADAMTS1	4
GO:0033003	regulation of mast cell activation	2/79	45/18800	0.0153577082903609	0.144161721147742	0.121364618911564	FGR/CD300A	2
GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	2/79	45/18800	0.0153577082903609	0.144161721147742	0.121364618911564	IL23R/CD300A	2
GO:0007265	Ras protein signal transduction	5/79	347/18800	0.0154223351571097	0.144161721147742	0.121364618911564	RASSF1/RAP2B/PDGFRB/DOK2/ADGRG1	5
GO:0097529	myeloid leukocyte migration	4/79	229/18800	0.0158213342354753	0.146543909335906	0.123370098308802	CX3CR1/PTGER4/THBS1/CD300A	4
GO:0031640	killing of cells of another organism	2/79	46/18800	0.0160125209857884	0.146543909335906	0.123370098308802	GNLY/PRF1	2
GO:0035307	positive regulation of protein dephosphorylation	2/79	46/18800	0.0160125209857884	0.146543909335906	0.123370098308802	PDGFRB/CD300A	2
GO:0042269	regulation of natural killer cell mediated cytotoxicity	2/79	46/18800	0.0160125209857884	0.146543909335906	0.123370098308802	CADM1/LILRB1	2
GO:0002831	regulation of response to biotic stimulus	5/79	351/18800	0.0161286436616366	0.146715438948105	0.123514502980519	FGR/IL23R/CADM1/IL4I1/LILRB1	5
GO:0045137	development of primary sexual characteristics	4/79	231/18800	0.0162830635903503	0.146715438948105	0.123514502980519	PDGFRB/AKR1C3/ADGRG1/ADAMTS1	4
GO:0072593	reactive oxygen species metabolic process	4/79	231/18800	0.0162830635903503	0.146715438948105	0.123514502980519	PDGFRB/AKR1C3/THBS1/ITGAM	4
GO:0002237	response to molecule of bacterial origin	5/79	354/18800	0.0166723669060995	0.147830262103462	0.124453032892111	IL23R/CX3CR1/CD86/PTGER4/LILRB1	5
GO:0001774	microglial cell activation	2/79	47/18800	0.0166791368055542	0.147830262103462	0.124453032892111	CX3CR1/ITGAM	2
GO:0036230	granulocyte activation	2/79	47/18800	0.0166791368055542	0.147830262103462	0.124453032892111	ITGAM/CD300A	2
GO:0006911	phagocytosis, engulfment	3/79	128/18800	0.0167450754556553	0.147830262103462	0.124453032892111	THBS1/ITGAM/CD300A	3
GO:0045058	T cell selection	2/79	49/18800	0.018047346058174	0.15680752075051	0.132010667234261	IL23R/TOX	2
GO:0050873	brown fat cell differentiation	2/79	49/18800	0.018047346058174	0.15680752075051	0.132010667234261	SOX13/PLAC8	2
GO:1904894	positive regulation of receptor signaling pathway via STAT	2/79	49/18800	0.018047346058174	0.15680752075051	0.132010667234261	IL23R/CD300A	2
GO:0002269	leukocyte activation involved in inflammatory response	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	CX3CR1/ITGAM	2
GO:0002715	regulation of natural killer cell mediated immunity	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	CADM1/LILRB1	2
GO:0006692	prostanoid metabolic process	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	PRXL2B/AKR1C3	2
GO:0006693	prostaglandin metabolic process	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	PRXL2B/AKR1C3	2
GO:0043303	mast cell degranulation	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	FGR/CD300A	2
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	IL23R/CD86	2
GO:0046638	positive regulation of alpha-beta T cell differentiation	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	IL23R/CD86	2
GO:1903307	positive regulation of regulated secretory pathway	2/79	50/18800	0.0187487253071263	0.15680752075051	0.132010667234261	FGR/ITGAM	2
GO:0008347	glial cell migration	2/79	51/18800	0.0194614793052588	0.161472360294823	0.135937829514731	CX3CR1/ADGRG1	2
GO:0070085	glycosylation	4/79	244/18800	0.0194912288456565	0.161472360294823	0.135937829514731	TMEM59/B3GALT2/ST8SIA6/B3GAT1	4
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	5/79	370/18800	0.0197793050143506	0.161854397316567	0.136259452877611	IL23R/FCGR3A/PRF1/IL4I1/LILRB1	5
GO:0099024	plasma membrane invagination	3/79	137/18800	0.0200211413169176	0.161854397316567	0.136259452877611	THBS1/ITGAM/CD300A	3
GO:0002279	mast cell activation involved in immune response	2/79	52/18800	0.0201855026401669	0.161854397316567	0.136259452877611	FGR/CD300A	2
GO:0002448	mast cell mediated immunity	2/79	52/18800	0.0201855026401669	0.161854397316567	0.136259452877611	FGR/CD300A	2
GO:0002686	negative regulation of leukocyte migration	2/79	52/18800	0.0201855026401669	0.161854397316567	0.136259452877611	PTGER4/CD300A	2
GO:0006636	unsaturated fatty acid biosynthetic process	2/79	52/18800	0.0201855026401669	0.161854397316567	0.136259452877611	PRXL2B/AKR1C3	2
GO:0038093	Fc receptor signaling pathway	2/79	52/18800	0.0201855026401669	0.161854397316567	0.136259452877611	FGR/FCGR3A	2
GO:0018108	peptidyl-tyrosine phosphorylation	5/79	373/18800	0.020401461621338	0.162130383904569	0.136491796157165	FGR/IL23R/RAP2B/PDGFRB/CD300A	5
GO:0002705	positive regulation of leukocyte mediated immunity	3/79	138/18800	0.0204054258918794	0.162130383904569	0.136491796157165	IL23R/CADM1/ITGAM	3
GO:0050832	defense response to fungus	2/79	53/18800	0.0209206905647096	0.164593126219022	0.1385650912045	GNLY/CX3CR1	2
GO:0018212	peptidyl-tyrosine modification	5/79	376/18800	0.0210363602147282	0.164593126219022	0.1385650912045	FGR/IL23R/RAP2B/PDGFRB/CD300A	5
GO:0008584	male gonad development	3/79	140/18800	0.0211861861551945	0.164593126219022	0.1385650912045	PDGFRB/AKR1C3/ADGRG1	3
GO:0050921	positive regulation of chemotaxis	3/79	140/18800	0.0211861861551945	0.164593126219022	0.1385650912045	CX3CR1/PDGFRB/THBS1	3
GO:1903305	regulation of regulated secretory pathway	3/79	140/18800	0.0211861861551945	0.164593126219022	0.1385650912045	FGR/ITGAM/CD300A	3
GO:0046546	development of primary male sexual characteristics	3/79	141/18800	0.0215826643163474	0.165387813801117	0.139234110378154	PDGFRB/AKR1C3/ADGRG1	3
GO:0050671	positive regulation of lymphocyte proliferation	3/79	141/18800	0.0215826643163474	0.165387813801117	0.139234110378154	IL23R/FCGR3A/CD86	3
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2/79	54/18800	0.0216669389933958	0.165387813801117	0.139234110378154	IL4I1/LILRB1	2
GO:0061900	glial cell activation	2/79	54/18800	0.0216669389933958	0.165387813801117	0.139234110378154	CX3CR1/ITGAM	2
GO:0032946	positive regulation of mononuclear cell proliferation	3/79	143/18800	0.0223878210319851	0.167510275999504	0.141020935714384	IL23R/FCGR3A/CD86	3
GO:0061351	neural precursor cell proliferation	3/79	143/18800	0.0223878210319851	0.167510275999504	0.141020935714384	CX3CR1/TOX/ADGRG1	3
GO:0002707	negative regulation of lymphocyte mediated immunity	2/79	55/18800	0.0224241444987894	0.167510275999504	0.141020935714384	IL4I1/LILRB1	2
GO:0010518	positive regulation of phospholipase activity	2/79	55/18800	0.0224241444987894	0.167510275999504	0.141020935714384	CD86/PDGFRB	2
GO:1905517	macrophage migration	2/79	55/18800	0.0224241444987894	0.167510275999504	0.141020935714384	CX3CR1/THBS1	2
GO:0010324	membrane invagination	3/79	144/18800	0.0227965005922105	0.169567161851847	0.142752554660293	THBS1/ITGAM/CD300A	3
GO:0045806	negative regulation of endocytosis	2/79	56/18800	0.0231922043079314	0.171779547162136	0.144615083061945	CD300A/LILRB1	2
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	2/79	57/18800	0.0239710162987806	0.176056035673397	0.148215306438281	FGR/PDGFRB	2
GO:0046456	icosanoid biosynthetic process	2/79	57/18800	0.0239710162987806	0.176056035673397	0.148215306438281	PRXL2B/AKR1C3	2
GO:0002820	negative regulation of adaptive immune response	2/79	59/18800	0.0255604915707904	0.18539310898648	0.156075855933457	IL4I1/LILRB1	2
GO:0043666	regulation of phosphoprotein phosphatase activity	2/79	59/18800	0.0255604915707904	0.18539310898648	0.156075855933457	PDGFRB/CD300A	2
GO:2000351	regulation of endothelial cell apoptotic process	2/79	59/18800	0.0255604915707904	0.18539310898648	0.156075855933457	AKR1C3/THBS1	2
GO:0070507	regulation of microtubule cytoskeleton organization	3/79	152/18800	0.0262123390829994	0.189335407921831	0.159394737007539	RASSF1/SLAIN1/GAS2L1	3
GO:0006687	glycosphingolipid metabolic process	2/79	60/18800	0.0263709538306686	0.189697231670818	0.159699343535953	B3GALT2/ST8SIA6	2
GO:0097530	granulocyte migration	3/79	154/18800	0.0271069312636706	0.194004927988851	0.163325839653387	PTGER4/THBS1/CD300A	3
GO:0035306	positive regulation of dephosphorylation	2/79	61/18800	0.0271917662226937	0.194004927988851	0.163325839653387	PDGFRB/CD300A	2
GO:0046579	positive regulation of Ras protein signal transduction	2/79	62/18800	0.0280228298266376	0.199121571288466	0.167633359425072	PDGFRB/ADGRG1	2
GO:0009311	oligosaccharide metabolic process	2/79	63/18800	0.0288640463522026	0.203194649385072	0.171062338817494	B3GALT2/ST8SIA6	2
GO:0051965	positive regulation of synapse assembly	2/79	63/18800	0.0288640463522026	0.203194649385072	0.171062338817494	LRRN3/CLSTN3	2
GO:0070665	positive regulation of leukocyte proliferation	3/79	158/18800	0.0289447755702991	0.203194649385072	0.171062338817494	IL23R/FCGR3A/CD86	3
GO:0009620	response to fungus	2/79	64/18800	0.0297153181355842	0.206941737454188	0.174216878815461	GNLY/CX3CR1	2
GO:0045670	regulation of osteoclast differentiation	2/79	64/18800	0.0297153181355842	0.206941737454188	0.174216878815461	IL23R/LILRB1	2
GO:0045576	mast cell activation	2/79	65/18800	0.0305765481360514	0.21015737604585	0.176924010425207	FGR/CD300A	2
GO:0070613	regulation of protein processing	2/79	65/18800	0.0305765481360514	0.21015737604585	0.176924010425207	TMEM59/THBS1	2
GO:0072577	endothelial cell apoptotic process	2/79	65/18800	0.0305765481360514	0.21015737604585	0.176924010425207	AKR1C3/THBS1	2
GO:0007548	sex differentiation	4/79	281/18800	0.0306579696176726	0.21015737604585	0.176924010425207	PDGFRB/AKR1C3/ADGRG1/ADAMTS1	4
GO:0010517	regulation of phospholipase activity	2/79	66/18800	0.0314476399325441	0.213892897284386	0.180068812720445	CD86/PDGFRB	2
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	2/79	66/18800	0.0314476399325441	0.213892897284386	0.180068812720445	IL23R/CD86	2
GO:0046661	male sex differentiation	3/79	164/18800	0.0318228536121205	0.215606000441809	0.181511013258851	PDGFRB/AKR1C3/ADGRG1	3
GO:0046513	ceramide biosynthetic process	2/79	67/18800	0.0323284977202874	0.217346976981009	0.182976679404704	B3GALT2/ST8SIA6	2
GO:0046637	regulation of alpha-beta T cell differentiation	2/79	67/18800	0.0323284977202874	0.217346976981009	0.182976679404704	IL23R/CD86	2
GO:0060193	positive regulation of lipase activity	2/79	68/18800	0.0332190263074228	0.221432879921417	0.186416455576383	CD86/PDGFRB	2
GO:1903317	regulation of protein maturation	2/79	68/18800	0.0332190263074228	0.221432879921417	0.186416455576383	TMEM59/THBS1	2
GO:0002700	regulation of production of molecular mediator of immune response	3/79	167/18800	0.0333162742673528	0.221432879921417	0.186416455576383	CD244/CD86/LILRB1	3
GO:0043550	regulation of lipid kinase activity	2/79	69/18800	0.0341191311116565	0.223961578713884	0.188545277033609	FGR/PDGFRB	2
GO:0046635	positive regulation of alpha-beta T cell activation	2/79	69/18800	0.0341191311116565	0.223961578713884	0.188545277033609	IL23R/CD86	2
GO:0006470	protein dephosphorylation	4/79	291/18800	0.0342092342772352	0.223961578713884	0.188545277033609	PDGFRB/PPP3CC/CD300A/CDC25B	4
GO:0042063	gliogenesis	4/79	291/18800	0.0342092342772352	0.223961578713884	0.188545277033609	TSPAN2/SOX13/CX3CR1/ADGRG1	4
GO:0032102	negative regulation of response to external stimulus	5/79	429/18800	0.0344428077540942	0.224649358037898	0.189124293952175	FGR/NENF/PTGER4/THBS1/LILRB1	5
GO:0048660	regulation of smooth muscle cell proliferation	3/79	170/18800	0.0348457934987271	0.226432888608829	0.190625784821837	PDGFRB/THBS1/ADAMTS1	3
GO:0051057	positive regulation of small GTPase mediated signal transduction	2/79	70/18800	0.0350287181569245	0.226778516067793	0.190916756270489	PDGFRB/ADGRG1	2
GO:0009247	glycolipid biosynthetic process	2/79	71/18800	0.0359476940700738	0.231869259167856	0.195202471586573	B3GALT2/ST8SIA6	2
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3/79	173/18800	0.0364112759373826	0.233138865708955	0.196271308118222	IL23R/IL4I1/LILRB1	3
GO:0048659	smooth muscle cell proliferation	3/79	173/18800	0.0364112759373826	0.233138865708955	0.196271308118222	PDGFRB/THBS1/ADAMTS1	3
GO:0045123	cellular extravasation	2/79	73/18800	0.0378134420021683	0.240355987708328	0.202347146101555	CX3CR1/PTGER4	2
GO:0150076	neuroinflammatory response	2/79	73/18800	0.0378134420021683	0.240355987708328	0.202347146101555	CX3CR1/ITGAM	2
GO:0032103	positive regulation of response to external stimulus	5/79	442/18800	0.0383892542603981	0.240555364509688	0.202514994330088	CX3CR1/PTGER4/PDGFRB/CADM1/THBS1	5
GO:0048015	phosphatidylinositol-mediated signaling	3/79	177/18800	0.0385542681941968	0.240555364509688	0.202514994330088	FGR/PDGFRB/PI4KAP1	3
GO:0050688	regulation of defense response to virus	2/79	74/18800	0.0387600302597318	0.240555364509688	0.202514994330088	IL23R/LILRB1	2
GO:0061515	myeloid cell development	2/79	74/18800	0.0387600302597318	0.240555364509688	0.202514994330088	TSPAN2/LILRB1	2
GO:0019932	second-messenger-mediated signaling	4/79	303/18800	0.0387758099735536	0.240555364509688	0.202514994330088	CX3CR1/PPP3CC/NCALD/THBS1	4
GO:0002437	inflammatory response to antigenic stimulus	2/79	75/18800	0.0397156398558923	0.240555364509688	0.202514994330088	FGR/FCGR3A	2
GO:0048017	inositol lipid-mediated signaling	3/79	181/18800	0.0407605356411131	0.240555364509688	0.202514994330088	FGR/PDGFRB/PI4KAP1	3
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	PATL2	1
GO:0001542	ovulation from ovarian follicle	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	ADAMTS1	1
GO:0001865	NK T cell differentiation	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	TOX	1
GO:0001915	negative regulation of T cell mediated cytotoxicity	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	LILRB1	1
GO:0002138	retinoic acid biosynthetic process	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	AKR1C3	1
GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	LILRB1	1
GO:0010749	regulation of nitric oxide mediated signal transduction	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	THBS1	1
GO:0015851	nucleobase transport	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	SLC25A4	1
GO:0015911	long-chain fatty acid import across plasma membrane	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	THBS1	1
GO:0030638	polyketide metabolic process	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	AKR1C3	1
GO:0030647	aminoglycoside antibiotic metabolic process	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	AKR1C3	1
GO:0033007	negative regulation of mast cell activation involved in immune response	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	CD300A	1
GO:0044598	doxorubicin metabolic process	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	AKR1C3	1
GO:0051918	negative regulation of fibrinolysis	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	THBS1	1
GO:0072203	cell proliferation involved in metanephros development	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	PDGFRB	1
GO:1901993	regulation of meiotic cell cycle phase transition	1/79	10/18800	0.0412451985076661	0.240555364509688	0.202514994330088	CDC25B	1
GO:0032640	tumor necrosis factor production	3/79	182/18800	0.0413219393726267	0.240555364509688	0.202514994330088	CX3CR1/THBS1/LILRB1	3
GO:0032680	regulation of tumor necrosis factor production	3/79	182/18800	0.0413219393726267	0.240555364509688	0.202514994330088	CX3CR1/THBS1/LILRB1	3
GO:0006909	phagocytosis	4/79	310/18800	0.0415939803541022	0.240555364509688	0.202514994330088	FGR/THBS1/ITGAM/CD300A	4
GO:0051453	regulation of intracellular pH	2/79	77/18800	0.0416535620161852	0.240555364509688	0.202514994330088	SLC4A10/TMEM106B	2
GO:0043405	regulation of MAP kinase activity	3/79	183/18800	0.041887263770202	0.240555364509688	0.202514994330088	PDGFRB/THBS1/CD300A	3
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	2/79	79/18800	0.0436264922016811	0.240555364509688	0.202514994330088	FGR/PDGFRB	2
GO:0048145	regulation of fibroblast proliferation	2/79	79/18800	0.0436264922016811	0.240555364509688	0.202514994330088	PDGFRB/CD300A	2
GO:0009101	glycoprotein biosynthetic process	4/79	316/18800	0.0441002100802633	0.240555364509688	0.202514994330088	TMEM59/B3GALT2/ST8SIA6/B3GAT1	4
GO:0051896	regulation of protein kinase B signaling	3/79	187/18800	0.0441876196652163	0.240555364509688	0.202514994330088	CX3CR1/AKR1C3/THBS1	3
